batch,acc,batch,loss,size
100,0.902521,100,0.470017,10
101,0.873408,101,0.658461,10
102,0.873103,102,0.561313,10
103,0.855523,103,0.581434,10
104,0.854504,104,0.566768,10
105,0.846041,105,0.624372,10
106,0.887405,106,0.564513,10
107,0.915598,107,0.438967,10
108,0.872426,108,0.541518,10
109,0.877685,109,0.538243,10
110,0.786415,110,0.796209,10
111,0.893441,111,0.482929,10
112,0.919267,112,0.433167,10
113,0.794743,113,0.843437,10
114,0.904903,114,0.470693,10
115,0.861281,115,0.593016,10
116,0.878628,116,0.526299,10
117,0.872663,117,0.515466,10
118,0.852934,118,0.594793,10
119,0.874742,119,0.58253,10
120,0.859816,120,0.593913,10
121,0.787036,121,0.937906,10
122,0.805557,122,0.70953,10
123,0.81592,123,0.726658,10
124,0.874608,124,0.559095,10
125,0.816241,125,0.709177,10
126,0.807255,126,0.800601,10
127,0.891793,127,0.533276,10
128,0.859176,128,0.613096,10
129,0.882336,129,0.559581,10
130,0.83642,130,0.703775,10
131,0.850947,131,0.591432,10
132,0.846015,132,0.668667,10
133,0.847688,133,0.603798,10
134,0.8086,134,0.802549,10
135,0.877918,135,0.581122,10
136,0.871405,136,0.59608,10
137,0.914515,137,0.461424,10
138,0.875776,138,0.548885,10
139,0.80366,139,0.736732,10
140,0.821331,140,0.726162,10
141,0.913296,141,0.457397,10
142,0.869697,142,0.561879,10
143,0.890468,143,0.549639,10
144,0.92135,144,0.425992,10
145,0.898137,145,0.522091,10
0,0.747848,0,1.12295,10
1,0.867415,1,0.60308,10
2,0.896895,2,0.503977,10
3,0.891204,3,0.516698,10
4,0.773083,4,0.806559,10
5,0.772503,5,0.839979,10
6,0.861763,6,0.62445,10
7,0.736663,7,0.906429,10
8,0.812076,8,0.716747,10
9,0.732401,9,0.963334,10
10,0.876731,10,0.534469,10
11,0.782203,11,0.770359,10
12,0.906394,12,0.483405,10
13,0.863591,13,0.638094,10
14,0.901838,14,0.476003,10
15,0.84513,15,0.721237,10
16,0.821258,16,0.689095,10
17,0.821074,17,0.745923,10
18,0.898422,18,0.484344,10
19,0.863832,19,0.580026,10
20,0.853257,20,0.598797,10
21,0.900485,21,0.447939,10
22,0.808664,22,0.748392,10
23,0.910863,23,0.475661,10
24,0.879632,24,0.549417,10
25,0.912501,25,0.45073,10
26,0.832147,26,0.73423,10
27,0.931561,27,0.402307,10
28,0.898988,28,0.452089,10
29,0.888503,29,0.484974,10
30,0.892507,30,0.491292,10
31,0.904477,31,0.493062,10
32,0.862315,32,0.596833,10
33,0.848998,33,0.590214,10
34,0.908132,34,0.485934,10
35,0.899697,35,0.516272,10
36,0.851896,36,0.591508,10
37,0.708811,37,0.972443,10
38,0.788445,38,0.832468,10
39,0.868133,39,0.623103,10
40,0.845801,40,0.670043,10
41,0.914697,41,0.463151,10
42,0.889994,42,0.532772,10
43,0.884234,43,0.496681,10
44,0.88372,44,0.487352,10
45,0.856227,45,0.602529,10
46,0.812218,46,0.710959,10
47,0.907524,47,0.463614,10
48,0.861829,48,0.611954,10
49,0.909834,49,0.476528,10
50,0.920038,50,0.424941,10
51,0.8314,51,0.663658,10
52,0.861602,52,0.621708,10
53,0.85858,53,0.628729,10
54,0.884433,54,0.535647,10
55,0.875939,55,0.559147,10
56,0.838166,56,0.646479,10
57,0.857116,57,0.609743,10
58,0.809892,58,0.667415,10
59,0.871828,59,0.561042,10
60,0.895919,60,0.496024,10
61,0.820653,61,0.701572,10
62,0.885238,62,0.564795,10
63,0.881898,63,0.545806,10
64,0.885444,64,0.512393,10
65,0.876892,65,0.581044,10
66,0.893244,66,0.510019,10
67,0.907024,67,0.444828,10
68,0.862738,68,0.588081,10
69,0.845592,69,0.627714,10
70,0.883774,70,0.562093,10
71,0.865902,71,0.553869,10
72,0.911655,72,0.455998,10
73,0.905385,73,0.47061,10
74,0.825393,74,0.669973,10
75,0.905523,75,0.505335,10
76,0.85191,76,0.601871,10
77,0.918312,77,0.440597,10
78,0.800158,78,0.697422,10
79,0.872615,79,0.539789,10
80,0.823412,80,0.701254,10
81,0.863937,81,0.61763,10
82,0.862771,82,0.564586,10
83,0.837684,83,0.668448,10
84,0.851788,84,0.62871,10
85,0.830974,85,0.627267,10
86,0.863397,86,0.564225,10
87,0.926842,87,0.427107,10
88,0.87008,88,0.577672,10
89,0.911767,89,0.461738,10
90,0.864069,90,0.592206,10
91,0.873213,91,0.619131,10
92,0.889756,92,0.522736,10
93,0.764382,93,0.89322,10
94,0.86438,94,0.597283,10
95,0.853662,95,0.62053,10
96,0.920269,96,0.418433,10
97,0.840394,97,0.696236,10
98,0.849982,98,0.658585,10
99,0.876456,99,0.52482,10
100,0.886835,100,0.57746,10
101,0.895098,101,0.517663,10
102,0.836377,102,0.624634,10
103,0.884766,103,0.507284,10
104,0.868591,104,0.531484,10
105,0.911269,105,0.466084,10
106,0.819743,106,0.647032,10
107,0.899335,107,0.517101,10
108,0.870371,108,0.651645,10
109,0.862987,109,0.621929,10
110,0.844004,110,0.604268,10
111,0.893794,111,0.484192,10
112,0.877809,112,0.525205,10
113,0.865783,113,0.57307,10
114,0.796766,114,0.780036,10
115,0.865679,115,0.555628,10
116,0.816157,116,0.644343,10
117,0.870263,117,0.61868,10
118,0.896541,118,0.526258,10
119,0.851677,119,0.627856,10
120,0.844111,120,0.649023,10
121,0.867226,121,0.594369,10
122,0.924191,122,0.407327,10
123,0.882118,123,0.547075,10
124,0.921627,124,0.446573,10
125,0.923948,125,0.424422,10
126,0.896477,126,0.533377,10
127,0.867977,127,0.541974,10
128,0.903363,128,0.480829,10
129,0.916786,129,0.417705,10
130,0.869289,130,0.547511,10
131,0.862949,131,0.578696,10
132,0.843099,132,0.618215,10
133,0.8716,133,0.575888,10
134,0.861978,134,0.514987,10
135,0.906071,135,0.482355,10
136,0.908953,136,0.448371,10
137,0.860876,137,0.582518,10
138,0.849466,138,0.633703,10
139,0.867899,139,0.599006,10
140,0.917662,140,0.443854,10
141,0.820231,141,0.744464,10
142,0.863646,142,0.584485,10
143,0.887353,143,0.491931,10
144,0.879766,144,0.559465,10
145,0.910782,145,0.482561,10
0,0.924012,0,0.422763,10
1,0.766072,1,0.923753,10
2,0.882,2,0.539291,10
3,0.870662,3,0.577358,10
4,0.863507,4,0.540308,10
5,0.867357,5,0.527427,10
6,0.897731,6,0.465831,10
7,0.898195,7,0.526031,10
8,0.843151,8,0.670971,10
9,0.879092,9,0.554657,10
10,0.820939,10,0.768581,10
11,0.870114,11,0.546378,10
12,0.86259,12,0.584857,10
13,0.874195,13,0.507441,10
14,0.920694,14,0.421921,10
15,0.873297,15,0.510318,10
16,0.893587,16,0.47311,10
17,0.907096,17,0.461075,10
18,0.85114,18,0.604355,10
19,0.819585,19,0.715632,10
20,0.76257,20,1.00078,10
21,0.812221,21,0.73239,10
22,0.70813,22,1.09531,10
23,0.843256,23,0.681073,10
24,0.79569,24,0.776885,10
25,0.767467,25,0.909312,10
26,0.889073,26,0.504345,10
27,0.862401,27,0.632868,10
28,0.818649,28,0.71124,10
29,0.897497,29,0.47957,10
30,0.8216,30,0.758833,10
31,0.8774,31,0.556538,10
32,0.825517,32,0.727599,10
33,0.88366,33,0.563415,10
34,0.786566,34,0.862106,10
35,0.81654,35,0.730912,10
36,0.866042,36,0.552612,10
37,0.835561,37,0.648141,10
38,0.870227,38,0.536719,10
39,0.822748,39,0.706512,10
40,0.828082,40,0.628785,10
41,0.776732,41,0.800746,10
42,0.74849,42,0.974885,10
43,0.893956,43,0.525169,10
44,0.837853,44,0.644436,10
45,0.878323,45,0.534418,10
46,0.82966,46,0.738638,10
47,0.845712,47,0.652972,10
48,0.820145,48,0.728366,10
49,0.814639,49,0.8426,10
50,0.830045,50,0.687427,10
51,0.744243,51,0.930461,10
52,0.794932,52,0.801221,10
53,0.855116,53,0.634161,10
54,0.798304,54,0.738564,10
55,0.884746,55,0.544784,10
56,0.833919,56,0.678435,10
57,0.820333,57,0.675044,10
58,0.824088,58,0.698294,10
59,0.875881,59,0.547834,10
60,0.891297,60,0.522576,10
61,0.877502,61,0.526369,10
62,0.873892,62,0.575674,10
63,0.879825,63,0.600249,10
64,0.767844,64,0.850841,10
65,0.885816,65,0.541179,10
66,0.818304,66,0.762348,10
67,0.784379,67,0.848691,10
68,0.8682,68,0.578252,10
69,0.895961,69,0.553819,10
70,0.899556,70,0.490026,10
71,0.908933,71,0.468516,10
72,0.809981,72,0.680106,10
73,0.838738,73,0.612881,10
74,0.853447,74,0.565172,10
75,0.91267,75,0.471971,10
76,0.892527,76,0.493998,10
77,0.853261,77,0.58515,10
78,0.859525,78,0.629235,10
79,0.906771,79,0.478542,10
80,0.815368,80,0.777221,10
81,0.932795,81,0.430085,10
82,0.93476,82,0.382947,10
83,0.862997,83,0.537831,10
84,0.830587,84,0.713908,10
85,0.858307,85,0.645281,10
86,0.891548,86,0.510604,10
87,0.836016,87,0.617913,10
88,0.901788,88,0.473012,10
89,0.924163,89,0.419363,10
90,0.891955,90,0.520751,10
91,0.756834,91,0.849736,10
92,0.826051,92,0.720636,10
93,0.876226,93,0.555658,10
94,0.904092,94,0.502476,10
95,0.872858,95,0.630726,10
96,0.90761,96,0.452959,10
97,0.897746,97,0.508763,10
98,0.831701,98,0.686942,10
99,0.841726,99,0.6295,10
100,0.870229,100,0.564726,10
101,0.791449,101,0.794723,10
102,0.805312,102,0.756037,10
103,0.901049,103,0.519113,10
104,0.832191,104,0.687463,10
105,0.762887,105,0.829506,10
106,0.871666,106,0.548387,10
107,0.847298,107,0.632021,10
108,0.888471,108,0.506808,10
109,0.847782,109,0.670555,10
110,0.871425,110,0.620276,10
111,0.854706,111,0.558694,10
112,0.901575,112,0.490913,10
113,0.907917,113,0.479095,10
114,0.832769,114,0.625922,10
115,0.834834,115,0.700318,10
116,0.892917,116,0.543913,10
117,0.870078,117,0.567137,10
118,0.902763,118,0.470085,10
119,0.902745,119,0.47675,10
120,0.895491,120,0.494381,10
121,0.829447,121,0.747686,10
122,0.917963,122,0.461554,10
123,0.913072,123,0.439882,10
124,0.904887,124,0.534796,10
125,0.887006,125,0.512458,10
126,0.892353,126,0.482139,10
127,0.916746,127,0.428259,10
128,0.937363,128,0.40585,10
129,0.867212,129,0.538152,10
130,0.872609,130,0.579429,10
131,0.82673,131,0.692103,10
132,0.833696,132,0.740154,10
133,0.862357,133,0.631857,10
134,0.89441,134,0.53196,10
135,0.845445,135,0.62595,10
136,0.874287,136,0.577866,10
137,0.802173,137,0.752717,10
138,0.883744,138,0.580721,10
139,0.900491,139,0.454349,10
140,0.901059,140,0.534394,10
141,0.895546,141,0.484573,10
142,0.714162,142,1.06049,10
143,0.799343,143,0.765893,10
144,0.837349,144,0.664415,10
145,0.843886,145,0.656827,10
0,0.893302,0,0.531227,10
1,0.868667,1,0.582535,10
2,0.789165,2,0.827228,10
3,0.839402,3,0.646771,10
4,0.847689,4,0.646868,10
5,0.876481,5,0.530523,10
6,0.902087,6,0.480399,10
7,0.891753,7,0.506247,10
8,0.825008,8,0.768461,10
9,0.766692,9,0.747572,10
10,0.865067,10,0.635732,10
11,0.847451,11,0.664253,10
12,0.868328,12,0.573828,10
13,0.895281,13,0.520525,10
14,0.877131,14,0.563788,10
15,0.878187,15,0.537795,10
16,0.833287,16,0.64222,10
17,0.852564,17,0.60916,10
18,0.787749,18,0.834492,10
19,0.827197,19,0.704639,10
20,0.856145,20,0.581081,10
21,0.877009,21,0.58162,10
22,0.82807,22,0.684653,10
23,0.904102,23,0.482135,10
24,0.829826,24,0.688725,10
25,0.800395,25,0.779763,10
26,0.879977,26,0.536224,10
27,0.865482,27,0.579785,10
28,0.802812,28,0.743551,10
29,0.858514,29,0.628516,10
30,0.795528,30,0.751812,10
31,0.725451,31,0.998391,10
32,0.835145,32,0.693485,10
33,0.816982,33,0.730966,10
34,0.86884,34,0.581005,10
35,0.892052,35,0.539644,10
36,0.876449,36,0.553141,10
37,0.746973,37,0.928908,10
38,0.850323,38,0.59424,10
39,0.899088,39,0.523813,10
40,0.884844,40,0.531017,10
41,0.856177,41,0.67033,10
42,0.818804,42,0.687227,10
43,0.8507,43,0.628162,10
44,0.858987,44,0.585217,10
45,0.852135,45,0.575976,10
46,0.871864,46,0.59478,10
47,0.755844,47,0.984404,10
48,0.88249,48,0.540951,10
49,0.838421,49,0.637854,10
50,0.807588,50,0.748355,10
51,0.847375,51,0.600111,10
52,0.888844,52,0.550297,10
53,0.883315,53,0.513655,10
54,0.864766,54,0.637284,10
55,0.779718,55,0.893422,10
56,0.889025,56,0.521871,10
57,0.894673,57,0.490719,10
58,0.843633,58,0.67067,10
59,0.799951,59,0.834392,10
60,0.808108,60,0.764005,10
61,0.92222,61,0.425898,10
62,0.917547,62,0.457432,10
63,0.858678,63,0.54726,10
64,0.928917,64,0.410189,10
65,0.859527,65,0.592875,10
66,0.856228,66,0.632819,10
67,0.852352,67,0.633462,10
68,0.907664,68,0.458943,10
69,0.922011,69,0.442006,10
70,0.872448,70,0.608774,10
71,0.861542,71,0.552356,10
72,0.898217,72,0.471106,10
73,0.869247,73,0.554096,10
74,0.876965,74,0.547203,10
75,0.82975,75,0.73569,10
76,0.786325,76,0.88642,10
77,0.879068,77,0.576013,10
78,0.783612,78,0.941782,10
79,0.83606,79,0.674782,10
80,0.893519,80,0.506673,10
81,0.876555,81,0.631703,10
82,0.837576,82,0.679355,10
83,0.874863,83,0.553637,10
84,0.904909,84,0.468786,10
85,0.917666,85,0.436356,10
86,0.889228,86,0.484481,10
87,0.839657,87,0.625633,10
88,0.751892,88,0.996349,10
89,0.866996,89,0.605239,10
90,0.861165,90,0.646981,10
91,0.848801,91,0.632182,10
92,0.86898,92,0.569249,10
93,0.871662,93,0.543669,10
94,0.740944,94,1.03947,10
95,0.840739,95,0.602087,10
96,0.902127,96,0.505814,10
97,0.808457,97,0.792507,10
98,0.814474,98,0.669476,10
99,0.84729,99,0.662265,10
100,0.856898,100,0.638232,10
101,0.857072,101,0.623528,10
102,0.81218,102,0.701644,10
103,0.909936,103,0.486161,10
104,0.85685,104,0.619377,10
105,0.920492,105,0.4399,10
106,0.836976,106,0.693446,10
107,0.869695,107,0.587241,10
108,0.88407,108,0.520267,10
109,0.860543,109,0.618467,10
110,0.868669,110,0.647971,10
111,0.858319,111,0.637721,10
112,0.898221,112,0.509945,10
113,0.839868,113,0.656149,10
114,0.800963,114,0.843307,10
115,0.900794,115,0.507386,10
116,0.881683,116,0.542731,10
117,0.872447,117,0.543357,10
118,0.858481,118,0.584619,10
119,0.855471,119,0.6136,10
120,0.908231,120,0.442242,10
121,0.888535,121,0.510642,10
122,0.809088,122,0.707177,10
123,0.807609,123,0.687979,10
124,0.894293,124,0.504047,10
125,0.880888,125,0.545793,10
126,0.841337,126,0.706897,10
127,0.887935,127,0.573448,10
128,0.886287,128,0.511289,10
129,0.914378,129,0.483195,10
130,0.914759,130,0.452882,10
131,0.885294,131,0.552925,10
132,0.897928,132,0.497697,10
133,0.828775,133,0.793928,10
134,0.84503,134,0.576034,10
135,0.90113,135,0.497172,10
136,0.875772,136,0.531961,10
137,0.834688,137,0.664425,10
138,0.914992,138,0.461511,10
139,0.839234,139,0.630127,10
140,0.887295,140,0.483584,10
141,0.870411,141,0.588065,10
142,0.866068,142,0.576553,10
143,0.833979,143,0.744126,10
144,0.885785,144,0.518284,10
145,0.736749,145,0.914621,10
0,0.806844,0,0.73872,10
1,0.835787,1,0.657563,10
2,0.847657,2,0.652854,10
3,0.780545,3,0.82074,10
4,0.909503,4,0.447682,10
5,0.838748,5,0.669307,10
6,0.834073,6,0.707418,10
7,0.879112,7,0.556841,10
8,0.794159,8,0.813984,10
9,0.769916,9,0.908366,10
10,0.83652,10,0.678684,10
11,0.873376,11,0.537135,10
12,0.887536,12,0.513572,10
13,0.864141,13,0.595569,10
14,0.919566,14,0.428623,10
15,0.765171,15,0.860015,10
16,0.891086,16,0.54579,10
17,0.851386,17,0.604426,10
18,0.888517,18,0.556926,10
19,0.88418,19,0.575144,10
20,0.872266,20,0.609372,10
21,0.923882,21,0.457343,10
22,0.791004,22,0.766556,10
23,0.866124,23,0.605519,10
24,0.882127,24,0.555247,10
25,0.9234,25,0.451863,10
26,0.874638,26,0.556144,10
27,0.915823,27,0.464076,10
28,0.842058,28,0.680064,10
29,0.888005,29,0.505826,10
30,0.868129,30,0.614904,10
31,0.89155,31,0.514874,10
32,0.809467,32,0.706732,10
33,0.841686,33,0.635465,10
34,0.72574,34,0.996552,10
35,0.879361,35,0.544138,10
36,0.848685,36,0.642195,10
37,0.786777,37,0.777683,10
38,0.847143,38,0.624097,10
39,0.760617,39,1.02301,10
40,0.795359,40,0.741271,10
41,0.876194,41,0.601703,10
42,0.855531,42,0.590084,10
43,0.832558,43,0.670662,10
44,0.860888,44,0.638706,10
45,0.822661,45,0.713089,10
46,0.848028,46,0.611213,10
47,0.872986,47,0.574295,10
48,0.859591,48,0.585453,10
49,0.910003,49,0.476336,10
50,0.912232,50,0.467651,10
51,0.925266,51,0.415121,10
52,0.870423,52,0.593196,10
53,0.916421,53,0.419998,10
54,0.873516,54,0.523728,10
55,0.893836,55,0.479258,10
56,0.873143,56,0.555314,10
57,0.88586,57,0.501594,10
58,0.879788,58,0.521861,10
59,0.867411,59,0.676962,10
60,0.728309,60,0.934758,10
61,0.850072,61,0.610883,10
62,0.869452,62,0.557907,10
63,0.916146,63,0.432419,10
64,0.853026,64,0.56636,10
65,0.861,65,0.612351,10
66,0.810238,66,0.658639,10
67,0.883455,67,0.520342,10
68,0.865572,68,0.522657,10
69,0.866349,69,0.547234,10
70,0.865891,70,0.601258,10
71,0.907147,71,0.481584,10
72,0.881952,72,0.532033,10
73,0.867854,73,0.555526,10
74,0.808975,74,0.744729,10
75,0.843711,75,0.70795,10
76,0.807729,76,0.684301,10
77,0.817503,77,0.732828,10
78,0.852795,78,0.610132,10
79,0.901228,79,0.471338,10
80,0.888682,80,0.507947,10
81,0.839045,81,0.70313,10
82,0.928534,82,0.423745,10
83,0.89564,83,0.484755,10
84,0.853351,84,0.601705,10
85,0.893742,85,0.500194,10
86,0.90531,86,0.529882,10
87,0.805166,87,0.697086,10
88,0.784929,88,0.807378,10
89,0.882944,89,0.540379,10
90,0.909407,90,0.478937,10
91,0.830501,91,0.616127,10
92,0.911763,92,0.44994,10
93,0.889476,93,0.545679,10
94,0.822141,94,0.64784,10
95,0.8398,95,0.707099,10
96,0.878482,96,0.542912,10
97,0.824417,97,0.67716,10
98,0.85356,98,0.632237,10
99,0.901501,99,0.478376,10
100,0.861478,100,0.608524,10
101,0.889778,101,0.520781,10
102,0.873533,102,0.553464,10
103,0.823053,103,0.703801,10
104,0.882757,104,0.55972,10
105,0.857193,105,0.586728,10
106,0.879469,106,0.521776,10
107,0.874634,107,0.513416,10
108,0.910428,108,0.45003,10
109,0.929949,109,0.385385,10
110,0.879985,110,0.620821,10
111,0.864178,111,0.522153,10
112,0.889611,112,0.497595,10
113,0.858742,113,0.608859,10
114,0.904768,114,0.484506,10
115,0.847567,115,0.604666,10
116,0.871812,116,0.570836,10
117,0.821983,117,0.677176,10
118,0.887549,118,0.52414,10
119,0.877583,119,0.539688,10
120,0.82678,120,0.693822,10
121,0.792519,121,0.77184,10
122,0.87006,122,0.5476,10
123,0.846929,123,0.658439,10
124,0.765745,124,1.00013,10
125,0.890339,125,0.522442,10
126,0.828389,126,0.672745,10
127,0.896287,127,0.524465,10
128,0.889649,128,0.570329,10
129,0.888941,129,0.516544,10
130,0.881003,130,0.522615,10
131,0.883712,131,0.528489,10
132,0.85118,132,0.647077,10
133,0.847752,133,0.695184,10
134,0.900664,134,0.489229,10
135,0.811657,135,0.679671,10
136,0.874247,136,0.55729,10
137,0.859212,137,0.626565,10
138,0.860749,138,0.590753,10
139,0.847706,139,0.580258,10
140,0.849867,140,0.643715,10
141,0.835938,141,0.648548,10
142,0.903293,142,0.507334,10
143,0.87185,143,0.545685,10
144,0.882963,144,0.554193,10
145,0.812046,145,0.732709,10
0,0.878371,0,0.533586,10
1,0.919063,1,0.469104,10
2,0.884047,2,0.537461,10
3,0.82405,3,0.711123,10
4,0.830443,4,0.61848,10
5,0.882721,5,0.570963,10
6,0.8121,6,0.696693,10
7,0.89563,7,0.518845,10
8,0.907113,8,0.472176,10
9,0.895166,9,0.513061,10
10,0.819623,10,0.719871,10
11,0.913944,11,0.449192,10
12,0.897555,12,0.467057,10
13,0.892383,13,0.50768,10
14,0.908857,14,0.465427,10
15,0.796706,15,0.813212,10
16,0.852541,16,0.572736,10
17,0.883259,17,0.533783,10
18,0.84969,18,0.617882,10
19,0.835164,19,0.724004,10
20,0.899811,20,0.478175,10
21,0.855935,21,0.710672,10
22,0.863328,22,0.54841,10
23,0.813485,23,0.76357,10
24,0.883809,24,0.566165,10
25,0.882972,25,0.541614,10
26,0.896772,26,0.492168,10
27,0.873835,27,0.524593,10
28,0.850507,28,0.641083,10
29,0.84207,29,0.634175,10
30,0.882371,30,0.523564,10
31,0.873534,31,0.540475,10
32,0.859017,32,0.553175,10
33,0.894819,33,0.513916,10
34,0.885725,34,0.479813,10
35,0.880198,35,0.540994,10
36,0.86322,36,0.53701,10
37,0.917768,37,0.416761,10
38,0.929278,38,0.399873,10
39,0.906049,39,0.456414,10
40,0.794067,40,0.745776,10
41,0.882699,41,0.540987,10
42,0.834555,42,0.674694,10
43,0.77455,43,0.901679,10
44,0.769332,44,0.827406,10
45,0.851344,45,0.622203,10
46,0.807341,46,0.740602,10
47,0.856804,47,0.606653,10
48,0.931085,48,0.42999,10
49,0.896038,49,0.465689,10
50,0.92784,50,0.403541,10
51,0.78011,51,0.805386,10
52,0.899737,52,0.505117,10
53,0.874402,53,0.582714,10
54,0.896696,54,0.519902,10
55,0.861827,55,0.56155,10
56,0.903389,56,0.491293,10
57,0.835436,57,0.631481,10
58,0.882791,58,0.551097,10
59,0.81886,59,0.657199,10
60,0.85694,60,0.611632,10
61,0.840366,61,0.679704,10
62,0.845947,62,0.611782,10
63,0.858983,63,0.562976,10
64,0.891586,64,0.532825,10
65,0.873203,65,0.560568,10
66,0.897493,66,0.516773,10
67,0.836845,67,0.638643,10
68,0.898516,68,0.500593,10
69,0.93239,69,0.407796,10
70,0.913375,70,0.479883,10
71,0.90863,71,0.460005,10
72,0.89841,72,0.514003,10
73,0.923854,73,0.409652,10
74,0.889149,74,0.505568,10
75,0.942367,75,0.386625,10
76,0.888832,76,0.523264,10
77,0.917274,77,0.493491,10
78,0.841458,78,0.65464,10
79,0.858477,79,0.598205,10
80,0.817567,80,0.734518,10
81,0.823147,81,0.746359,10
82,0.86877,82,0.578739,10
83,0.837162,83,0.593958,10
84,0.895755,84,0.485649,10
85,0.845987,85,0.644022,10
86,0.854216,86,0.623223,10
87,0.875897,87,0.549233,10
88,0.862513,88,0.638925,10
89,0.917571,89,0.493967,10
90,0.900016,90,0.494737,10
91,0.931623,91,0.404735,10
92,0.900513,92,0.462062,10
93,0.877675,93,0.560123,10
94,0.890747,94,0.514309,10
95,0.878263,95,0.534252,10
96,0.859467,96,0.591764,10
97,0.869233,97,0.550177,10
98,0.819974,98,0.720852,10
99,0.862696,99,0.543631,10
100,0.849594,100,0.669433,10
101,0.835354,101,0.624429,10
102,0.841809,102,0.67561,10
103,0.866825,103,0.569871,10
104,0.893342,104,0.480599,10
105,0.835197,105,0.641922,10
106,0.874195,106,0.52954,10
107,0.878347,107,0.527562,10
108,0.849203,108,0.632107,10
109,0.752544,109,1.02251,10
110,0.829969,110,0.676822,10
111,0.907038,111,0.467025,10
112,0.907667,112,0.473915,10
113,0.816712,113,0.700683,10
114,0.886632,114,0.512921,10
115,0.856729,115,0.60777,10
116,0.907885,116,0.438114,10
117,0.891311,117,0.523627,10
118,0.908895,118,0.453167,10
119,0.889922,119,0.547822,10
120,0.873476,120,0.568042,10
121,0.890797,121,0.539293,10
122,0.821569,122,0.641957,10
123,0.847491,123,0.666107,10
124,0.85631,124,0.580378,10
125,0.897663,125,0.510043,10
126,0.80466,126,0.683063,10
127,0.925792,127,0.457049,10
128,0.853767,128,0.658378,10
129,0.813949,129,0.728973,10
130,0.824735,130,0.764018,10
131,0.810274,131,0.716852,10
132,0.828895,132,0.682745,10
133,0.865221,133,0.53775,10
134,0.840717,134,0.618932,10
135,0.852187,135,0.626502,10
136,0.830168,136,0.659286,10
137,0.846855,137,0.652056,10
138,0.922404,138,0.447429,10
139,0.902986,139,0.464112,10
140,0.91366,140,0.443258,10
141,0.862951,141,0.558446,10
142,0.864723,142,0.568616,10
143,0.883499,143,0.508029,10
144,0.846387,144,0.619679,10
145,0.760051,145,0.790104,10
0,0.864438,0,0.586027,10
1,0.861681,1,0.572989,10
2,0.838977,2,0.597047,10
3,0.855045,3,0.640209,10
4,0.903552,4,0.466197,10
5,0.79604,5,0.769958,10
6,0.869129,6,0.549488,10
7,0.855152,7,0.618371,10
8,0.896993,8,0.516719,10
9,0.841054,9,0.656547,10
10,0.824777,10,0.700843,10
11,0.83191,11,0.666665,10
12,0.830977,12,0.694072,10
13,0.856358,13,0.65728,10
14,0.867585,14,0.554255,10
15,0.948045,15,0.377745,10
16,0.875042,16,0.530957,10
17,0.824367,17,0.741449,10
18,0.823221,18,0.789008,10
19,0.878767,19,0.527026,10
20,0.882534,20,0.520582,10
21,0.914412,21,0.493951,10
22,0.750768,22,0.925608,10
23,0.873651,23,0.578018,10
24,0.814874,24,0.673842,10
25,0.899359,25,0.470846,10
26,0.895389,26,0.501263,10
27,0.924806,27,0.414779,10
28,0.779158,28,0.922579,10
29,0.784427,29,0.802842,10
30,0.893202,30,0.498621,10
31,0.867102,31,0.604481,10
32,0.852795,32,0.606613,10
33,0.825407,33,0.749065,10
34,0.865988,34,0.539266,10
35,0.804042,35,0.783931,10
36,0.8637,36,0.557331,10
37,0.874231,37,0.61199,10
38,0.920518,38,0.431614,10
39,0.933971,39,0.419446,10
40,0.894486,40,0.489388,10
41,0.844281,41,0.63415,10
42,0.897165,42,0.515581,10
43,0.87107,43,0.542376,10
44,0.884019,44,0.527454,10
45,0.880505,45,0.557876,10
46,0.80174,46,0.796369,10
47,0.871052,47,0.578932,10
48,0.805865,48,0.763431,10
49,0.883768,49,0.497655,10
50,0.884212,50,0.527516,10
51,0.813975,51,0.736877,10
52,0.891584,52,0.523922,10
53,0.850909,53,0.626215,10
54,0.858203,54,0.644947,10
55,0.903807,55,0.444518,10
56,0.856984,56,0.613835,10
57,0.852155,57,0.652049,10
58,0.891989,58,0.54284,10
59,0.873049,59,0.559282,10
60,0.825786,60,0.629808,10
61,0.865928,61,0.577088,10
62,0.882612,62,0.546625,10
63,0.846686,63,0.597439,10
64,0.90307,64,0.469267,10
65,0.872697,65,0.56075,10
66,0.877932,66,0.530686,10
67,0.873302,67,0.556633,10
68,0.855611,68,0.592931,10
69,0.869528,69,0.550958,10
70,0.819926,70,0.75401,10
71,0.904453,71,0.455713,10
72,0.90124,72,0.458009,10
73,0.891102,73,0.517151,10
74,0.844287,74,0.598704,10
75,0.909226,75,0.501446,10
76,0.902388,76,0.4768,10
77,0.892403,77,0.499619,10
78,0.854808,78,0.620017,10
79,0.842529,79,0.686134,10
80,0.860242,80,0.594416,10
81,0.920773,81,0.426238,10
82,0.906161,82,0.474661,10
83,0.880097,83,0.528517,10
84,0.845092,84,0.630257,10
85,0.83411,85,0.655905,10
86,0.890069,86,0.492895,10
87,0.864471,87,0.591663,10
88,0.885073,88,0.557489,10
89,0.901816,89,0.472796,10
90,0.836085,90,0.664377,10
91,0.824169,91,0.67284,10
92,0.830302,92,0.649058,10
93,0.86367,93,0.512755,10
94,0.786334,94,0.788559,10
95,0.902904,95,0.522681,10
96,0.872639,96,0.557163,10
97,0.898045,97,0.458515,10
